month,state_name,contact_mode,age_group,gender,scam_category,amount_lost,reports,state
2025-07-01,Western Australia,Text message,65 and over,Male,Job and employment scams,0.0,2,WA
2025-03-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,0.0,1,WA
2025-08-01,Western Australia,Text message,35 - 44,Male,Job and employment scams,0.0,2,WA
2025-11-01,Western Australia,Text message,18 - 24,Male,Job and employment scams,0.0,1,WA
2025-05-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,0.0,3,WA
2025-03-01,Western Australia,Text message,25 - 34,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,0.0,3,WA
2025-06-01,Western Australia,Text message,35 - 44,Male,Job and employment scams,0.0,1,WA
2025-10-01,Western Australia,Text message,18 - 24,Male,Job and employment scams,0.0,2,WA
2025-05-01,Western Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,WA
2025-03-01,Western Australia,Text message,Under 18,Male,Job and employment scams,0.0,1,WA
2025-01-01,Western Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,WA
2025-11-01,Western Australia,Text message,55 - 64,Male,Job and employment scams,0.0,1,WA
2025-06-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,0.0,2,WA
2025-06-01,Western Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,WA
2025-05-01,Western Australia,Text message,35 - 44,Male,Job and employment scams,0.0,2,WA
2025-05-01,Western Australia,Text message,55 - 64,Male,Job and employment scams,9558.67,2,WA
2025-01-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,45 - 54,Male,Job and employment scams,0.0,2,WA
2025-03-01,Western Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,WA
2025-07-01,Western Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,WA
2025-04-01,Western Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,WA
2025-07-01,Western Australia,Text message,Under 18,Male,Job and employment scams,0.0,1,WA
2025-04-01,Western Australia,Text message,35 - 44,Male,Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,18 - 24,Male,Job and employment scams,3500.0,2,WA
2025-06-01,Western Australia,Text message,Under 18,Male,Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,Under 18,Male,Job and employment scams,0.0,1,WA
2025-07-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,0.0,2,WA
2025-04-01,Western Australia,Text message,18 - 24,Male,Job and employment scams,12234.0,2,WA
2025-09-01,Western Australia,Text message,65 and over,Male,Job and employment scams,0.0,2,WA
2025-06-01,Western Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,WA
2025-08-01,Western Australia,Text message,55 - 64,Male,Job and employment scams,0.0,2,WA
2025-07-01,Western Australia,Text message,35 - 44,Male,Job and employment scams,0.0,2,WA
2025-05-01,Western Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,WA
2025-04-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,100.0,2,WA
2025-08-01,Western Australia,Text message,25 - 34,Male,Job and employment scams,0.0,1,WA
2025-10-01,Western Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,WA
2025-08-01,Western Australia,Text message,18 - 24,Male,Job and employment scams,0.0,1,WA
2025-06-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,0.0,4,WA
2025-05-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,WA
2025-06-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,4,WA
2025-07-01,Western Australia,Text message,18 - 24,Female,Job and employment scams,0.0,2,WA
2025-07-01,Western Australia,Text message,35 - 44,Female,Job and employment scams,0.0,2,WA
2025-02-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,0.0,2,WA
2025-03-01,Western Australia,Text message,35 - 44,Female,Job and employment scams,0.0,2,WA
2025-10-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,3,WA
2025-09-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,2,WA
2025-08-01,Western Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,2,WA
2025-06-01,Western Australia,Text message,65 and over,Female,Job and employment scams,0.0,2,WA
2025-09-01,Western Australia,Text message,18 - 24,Female,Job and employment scams,0.0,1,WA
2025-07-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,WA
2025-06-01,Western Australia,Text message,35 - 44,Female,Job and employment scams,0.0,4,WA
2025-03-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,2,WA
2025-03-01,Western Australia,Text message,18 - 24,Female,Job and employment scams,0.0,3,WA
2025-01-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,2,WA
2025-04-01,Western Australia,Text message,65 and over,Female,Job and employment scams,0.0,1,WA
2025-02-01,Western Australia,Text message,18 - 24,Female,Job and employment scams,0.0,1,WA
2025-05-01,Western Australia,Text message,18 - 24,Female,Job and employment scams,0.0,3,WA
2025-07-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,5,WA
2025-06-01,Western Australia,Text message,18 - 24,Female,Job and employment scams,0.0,3,WA
2025-11-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,WA
2025-03-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,WA
2025-10-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,WA
2025-03-01,Western Australia,Text message,65 and over,Female,Job and employment scams,0.0,1,WA
2025-10-01,Western Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,WA
2025-08-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,WA
2025-01-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,WA
2025-08-01,Western Australia,Text message,18 - 24,Female,Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,WA
2025-05-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,WA
2025-02-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,WA
2025-05-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,WA
2025-06-01,Western Australia,Text message,55 - 64,Female,Job and employment scams,0.0,2,WA
2025-04-01,Western Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,WA
2025-04-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,20000.0,2,WA
2025-11-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,29120.0,3,WA
2025-04-01,Western Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,WA
2025-07-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,WA
2025-03-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,WA
2025-05-01,Western Australia,Text message,65 and over,Female,Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,65 and over,Female,Job and employment scams,0.0,1,WA
2025-09-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,12730.0,3,WA
2025-08-01,Western Australia,Text message,25 - 34,Female,Job and employment scams,11700.0,2,WA
2025-04-01,South Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,SA
2025-05-01,South Australia,Text message,45 - 54,Male,Job and employment scams,0.0,3,SA
2025-05-01,South Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,55 - 64,Male,Job and employment scams,0.0,2,SA
2025-06-01,South Australia,Text message,55 - 64,Female,Job and employment scams,0.0,3,SA
2025-08-01,South Australia,Text message,25 - 34,Male,Job and employment scams,0.0,1,SA
2025-08-01,South Australia,Text message,55 - 64,Female,Job and employment scams,0.0,2,SA
2025-03-01,South Australia,Text message,45 - 54,Male,Job and employment scams,4697.0,3,SA
2025-06-01,South Australia,Text message,45 - 54,Female,Job and employment scams,0.0,4,SA
2025-06-01,South Australia,Text message,25 - 34,Male,Job and employment scams,0.0,2,SA
2025-10-01,South Australia,Text message,45 - 54,Female,Job and employment scams,0.0,2,SA
2025-04-01,South Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,SA
2025-08-01,South Australia,Text message,55 - 64,Male,Job and employment scams,0.0,1,SA
2025-05-01,South Australia,Text message,65 and over,Female,Job and employment scams,0.0,2,SA
2025-01-01,South Australia,Text message,18 - 24,Female,Job and employment scams,17000.0,2,SA
2025-09-01,South Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,SA
2025-07-01,South Australia,Text message,55 - 64,Male,Job and employment scams,0.0,1,SA
2025-08-01,South Australia,Text message,Under 18,Male,Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,35 - 44,Male,Job and employment scams,0.0,3,SA
2025-07-01,South Australia,Text message,45 - 54,Male,Job and employment scams,0.0,5,SA
2025-04-01,South Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,SA
2025-05-01,South Australia,Text message,45 - 54,Female,Job and employment scams,0.0,3,SA
2025-11-01,South Australia,Text message,18 - 24,Female,Job and employment scams,0.0,1,SA
2025-10-01,South Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,SA
2025-10-01,South Australia,Text message,55 - 64,Female,Job and employment scams,1100.0,2,SA
2025-09-01,South Australia,Text message,25 - 34,Male,Job and employment scams,0.0,1,SA
2025-08-01,South Australia,Text message,65 and over,Female,Job and employment scams,0.0,1,SA
2025-05-01,South Australia,Text message,55 - 64,Female,Job and employment scams,0.0,5,SA
2025-07-01,South Australia,Text message,18 - 24,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,25 - 34,Female,Job and employment scams,0.0,4,SA
2025-03-01,South Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,SA
2025-07-01,South Australia,Text message,55 - 64,Female,Job and employment scams,0.0,3,SA
2025-02-01,South Australia,Text message,25 - 34,Male,Job and employment scams,0.0,1,SA
2025-10-01,South Australia,Text message,Under 18,Male,Job and employment scams,0.0,1,SA
2025-03-01,South Australia,Text message,55 - 64,Male,Job and employment scams,0.0,1,SA
2025-04-01,South Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,SA
2025-11-01,South Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,SA
2025-07-01,South Australia,Text message,45 - 54,Female,Job and employment scams,0.0,3,SA
2025-02-01,South Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,65 and over,Female,Job and employment scams,0.0,2,SA
2025-05-01,South Australia,Text message,35 - 44,Male,Job and employment scams,90539.0,2,SA
2025-09-01,South Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,18 - 24,Female,Job and employment scams,0.0,1,SA
2025-07-01,South Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,SA
2025-01-01,South Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,35 - 44,Female,Job and employment scams,0.0,2,SA
2025-08-01,South Australia,Text message,45 - 54,Male,Job and employment scams,0.0,3,SA
2025-07-01,South Australia,Text message,25 - 34,Male,Job and employment scams,0.0,2,SA
2025-06-01,South Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,SA
2025-07-01,South Australia,Text message,18 - 24,Female,Job and employment scams,0.0,1,SA
2025-04-01,South Australia,Text message,18 - 24,Female,Job and employment scams,0.0,1,SA
2025-05-01,South Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,SA
2025-03-01,South Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,SA
2025-01-01,South Australia,Text message,25 - 34,Male,Job and employment scams,6984.0,2,SA
2025-08-01,South Australia,Text message,35 - 44,Male,Job and employment scams,0.0,1,SA
2025-01-01,South Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,SA
2025-07-01,South Australia,Text message,35 - 44,Male,Job and employment scams,0.0,2,SA
2025-09-01,South Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,SA
2025-09-01,South Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,SA
2025-11-01,South Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,SA
2025-01-01,South Australia,Text message,18 - 24,Male,Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,65 and over,Male,Job and employment scams,0.0,1,SA
2025-06-01,South Australia,Text message,18 - 24,Male,Job and employment scams,0.0,1,SA
2025-10-01,South Australia,Text message,18 - 24,Male,Job and employment scams,0.0,1,SA
2025-11-01,Tasmania,Text message,65 and over,Male,Job and employment scams,0.0,2,TAS
2025-02-01,Outside of Australia,Text message,45 - 54,Male,Job and employment scams,0.0,1,Outside of Australia
2025-07-01,Outside of Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,Outside of Australia
2025-06-01,Northern Territory,Text message,65 and over,Male,Job and employment scams,0.0,1,NT
2025-08-01,Australian Capital Territory,Text message,25 - 34,Male,Job and employment scams,0.0,1,ACT
2025-05-01,Outside of Australia,Text message,25 - 34,Male,Job and employment scams,0.0,2,Outside of Australia
2025-02-01,Tasmania,Text message,55 - 64,Male,Job and employment scams,0.0,1,TAS
2025-03-01,Australian Capital Territory,Text message,25 - 34,Female,Job and employment scams,0.0,1,ACT
2025-06-01,Tasmania,Text message,18 - 24,Female,Job and employment scams,0.0,2,TAS
2025-05-01,Tasmania,Text message,45 - 54,Female,Job and employment scams,0.0,1,TAS
2025-05-01,Tasmania,Text message,65 and over,Female,Job and employment scams,0.0,1,TAS
2025-06-01,Tasmania,Text message,65 and over,Female,Job and employment scams,0.0,2,TAS
2025-07-01,Australian Capital Territory,Text message,18 - 24,Male,Job and employment scams,0.0,1,ACT
2025-04-01,Outside of Australia,Text message,25 - 34,Male,Job and employment scams,0.0,1,Outside of Australia
2025-10-01,Tasmania,Text message,25 - 34,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,TAS
2025-05-01,Outside of Australia,Text message,35 - 44,Female,Job and employment scams,0.0,2,Outside of Australia
2025-06-01,Australian Capital Territory,Text message,35 - 44,Female,Job and employment scams,0.0,2,ACT
2025-04-01,Australian Capital Territory,Text message,25 - 34,Female,Job and employment scams,0.0,3,ACT
2025-04-01,Australian Capital Territory,Text message,45 - 54,Male,Job and employment scams,0.0,1,ACT
2025-07-01,Tasmania,Text message,55 - 64,Male,Job and employment scams,0.0,1,TAS
2025-02-01,Australian Capital Territory,Text message,18 - 24,Female,Job and employment scams,0.0,2,ACT
2025-08-01,Australian Capital Territory,Text message,25 - 34,Female,Job and employment scams,0.0,1,ACT
2025-09-01,Tasmania,Text message,65 and over,Female,Job and employment scams,0.0,1,TAS
2025-07-01,Northern Territory,Text message,35 - 44,Female,Job and employment scams,0.0,1,NT
2025-08-01,Tasmania,Text message,25 - 34,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,TAS
2025-06-01,Northern Territory,Text message,18 - 24,Female,Job and employment scams,0.0,1,NT
2025-06-01,Australian Capital Territory,Text message,55 - 64,Male,Job and employment scams,0.0,1,ACT
2025-06-01,Australian Capital Territory,Text message,25 - 34,Female,Job and employment scams,0.0,1,ACT
2025-04-01,Tasmania,Text message,65 and over,Female,Job and employment scams,0.0,3,TAS
2025-02-01,Tasmania,Text message,45 - 54,Female,Job and employment scams,0.0,2,TAS
2025-01-01,Tasmania,Text message,65 and over,Female,Job and employment scams,0.0,1,TAS
2025-06-01,Outside of Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,Outside of Australia
2025-06-01,Australian Capital Territory,Text message,55 - 64,Female,Job and employment scams,0.0,1,ACT
2025-10-01,Outside of Australia,Text message,35 - 44,Female,Job and employment scams,0.0,1,Outside of Australia
2025-06-01,Australian Capital Territory,Text message,18 - 24,Male,Job and employment scams,0.0,1,ACT
2025-05-01,Outside of Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,Outside of Australia
2025-04-01,Australian Capital Territory,Text message,65 and over,Male,Job and employment scams,0.0,2,ACT
2025-02-01,Northern Territory,Text message,25 - 34,Female,Job and employment scams,0.0,1,NT
2025-05-01,Australian Capital Territory,Text message,25 - 34,Female,Job and employment scams,0.0,3,ACT
2025-07-01,Australian Capital Territory,Text message,45 - 54,Female,Job and employment scams,0.0,1,ACT
2025-08-01,Australian Capital Territory,Text message,65 and over,Male,Job and employment scams,0.0,1,ACT
2025-04-01,Australian Capital Territory,Text message,65 and over,Female,Job and employment scams,0.0,1,ACT
2025-04-01,Tasmania,Text message,Under 18,Male,Job and employment scams,0.0,1,TAS
2025-04-01,Outside of Australia,Text message,18 - 24,Male,Job and employment scams,0.0,1,Outside of Australia
2025-08-01,Tasmania,Text message,25 - 34,Male,Job and employment scams,0.0,1,TAS
2025-10-01,Australian Capital Territory,Text message,35 - 44,Female,Job and employment scams,0.0,1,ACT
2025-03-01,Australian Capital Territory,Text message,45 - 54,Male,Job and employment scams,0.0,1,ACT
2025-05-01,Australian Capital Territory,Text message,65 and over,Male,Job and employment scams,0.0,1,ACT
2025-10-01,Outside of Australia,Text message,18 - 24,Male,Job and employment scams,0.0,1,Outside of Australia
2025-06-01,Northern Territory,Text message,25 - 34,Female,Job and employment scams,0.0,1,NT
2025-10-01,Outside of Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,Outside of Australia
2025-02-01,Tasmania,Text message,18 - 24,Female,Job and employment scams,0.0,1,TAS
2025-10-01,Outside of Australia,Text message,55 - 64,Female,Job and employment scams,0.0,1,Outside of Australia
2025-02-01,Tasmania,Text message,35 - 44,Female,Job and employment scams,0.0,1,TAS
2025-11-01,Australian Capital Territory,Text message,18 - 24,Male,Job and employment scams,0.0,2,ACT
2025-05-01,Tasmania,Text message,35 - 44,Female,Job and employment scams,0.0,1,TAS
2025-09-01,Australian Capital Territory,Text message,18 - 24,Female,Job and employment scams,0.0,2,ACT
2025-07-01,Australian Capital Territory,Text message,65 and over,Female,Job and employment scams,0.0,1,ACT
2025-02-01,Outside of Australia,Text message,25 - 34,Female,Job and employment scams,1600.0,2,Outside of Australia
2025-06-01,Australian Capital Territory,Text message,45 - 54,Male,Job and employment scams,0.0,1,ACT
2025-08-01,Australian Capital Territory,Text message,45 - 54,Male,Job and employment scams,0.0,1,ACT
2025-04-01,Outside of Australia,Text message,35 - 44,Male,Job and employment scams,0.0,1,Outside of Australia
2025-07-01,Outside of Australia,Text message,35 - 44,Male,Job and employment scams,0.0,1,Outside of Australia
2025-05-01,Northern Territory,Text message,45 - 54,Male,Job and employment scams,0.0,1,NT
2025-05-01,Northern Territory,Text message,18 - 24,Female,Job and employment scams,0.0,1,NT
2025-02-01,Australian Capital Territory,Text message,18 - 24,Male,Job and employment scams,0.0,1,ACT
2025-05-01,Outside of Australia,Text message,45 - 54,Female,Job and employment scams,0.0,1,Outside of Australia
2025-08-01,Tasmania,Text message,65 and over,Female,Job and employment scams,0.0,2,TAS
2025-05-01,Australian Capital Territory,Text message,55 - 64,Male,Job and employment scams,0.0,1,ACT
2025-11-01,Australian Capital Territory,Text message,65 and over,Female,Job and employment scams,0.0,1,ACT
2025-03-01,Australian Capital Territory,Text message,18 - 24,Female,Job and employment scams,0.0,1,ACT
2025-05-01,Australian Capital Territory,Text message,55 - 64,Female,Job and employment scams,4700.0,2,ACT
2025-07-01,Northern Territory,Text message,65 and over,Female,Job and employment scams,0.0,1,NT
2025-07-01,Australian Capital Territory,Text message,55 - 64,Female,Job and employment scams,0.0,1,ACT
2025-07-01,Tasmania,Text message,45 - 54,Female,Job and employment scams,0.0,1,TAS
2025-09-01,Australian Capital Territory,Text message,65 and over,Female,Job and employment scams,0.0,1,ACT
2025-08-01,Northern Territory,Text message,65 and over,Male,Job and employment scams,0.0,1,NT
2025-03-01,Northern Territory,Text message,45 - 54,Female,Job and employment scams,0.0,1,NT
2025-09-01,Australian Capital Territory,Text message,45 - 54,Female,Job and employment scams,0.0,1,ACT
2025-03-01,Australian Capital Territory,Text message,65 and over,Female,Job and employment scams,0.0,1,ACT
2025-03-01,Australian Capital Territory,Text message,55 - 64,Female,Job and employment scams,0.0,1,ACT
2025-04-01,Australian Capital Territory,Text message,55 - 64,Male,Job and employment scams,0.0,1,ACT
2025-06-01,Tasmania,Text message,45 - 54,Female,Job and employment scams,0.0,1,TAS
2025-05-01,Australian Capital Territory,Text message,18 - 24,Female,Job and employment scams,0.0,1,ACT
2025-06-01,Northern Territory,Text message,65 and over,Female,Job and employment scams,0.0,1,NT
2025-07-01,Tasmania,Text message,25 - 34,Male,Job and employment scams,0.0,1,TAS
2025-07-01,Northern Territory,Text message,65 and over,Male,Job and employment scams,0.0,1,NT
2025-11-01,Australian Capital Territory,Text message,35 - 44,Female,Job and employment scams,0.0,1,ACT
2025-01-01,Outside of Australia,Text message,25 - 34,Female,Job and employment scams,0.0,1,Outside of Australia
2025-06-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,5,WA
2025-10-01,South Australia,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,5,SA
2025-06-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,5,WA
2025-01-01,South Australia,Text message,Unspecified,Female,Job and employment scams,0.0,2,SA
2025-02-01,Tasmania,Text message,Unspecified,Female,Job and employment scams,0.0,1,TAS
2025-02-01,Outside of Australia,Text message,Unspecified,Male,Job and employment scams,0.0,2,Outside of Australia
2025-05-01,Australian Capital Territory,Text message,Unspecified,Female,Job and employment scams,0.0,9,ACT
2025-08-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,2,WA
2025-06-01,Australian Capital Territory,Text message,Unspecified,Female,Job and employment scams,0.0,3,ACT
2025-11-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,2,WA
2025-05-01,Tasmania,Text message,Unspecified,Female,Job and employment scams,0.0,1,TAS
2025-06-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,3,SA
2025-04-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,2,WA
2025-08-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,5,WA
2025-03-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,5,WA
2025-05-01,South Australia,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,SA
2025-04-01,Australian Capital Territory,Text message,Unspecified,Male,Job and employment scams,0.0,1,ACT
2025-02-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,2,SA
2025-01-01,Australian Capital Territory,Text message,Unspecified,Female,Job and employment scams,0.0,1,ACT
2025-05-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,6,SA
2025-08-01,South Australia,Text message,Unspecified,Female,Job and employment scams,0.0,3,SA
2025-03-01,Outside of Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,Outside of Australia
2025-08-01,Western Australia,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,WA
2025-07-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,3,SA
2025-01-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,WA
2025-09-01,South Australia,Text message,Unspecified,Female,Job and employment scams,0.0,3,SA
2025-07-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,4,WA
2025-05-01,Outside of Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,Outside of Australia
2025-10-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,2,WA
2025-07-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,WA
2025-02-01,South Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,SA
2025-05-01,South Australia,Text message,Unspecified,Female,Job and employment scams,0.0,5,SA
2025-10-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,2,SA
2025-09-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,5,WA
2025-01-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,WA
2025-06-01,Australian Capital Territory,Text message,Unspecified,Male,Job and employment scams,0.0,1,ACT
2025-06-01,South Australia,Text message,Unspecified,Female,Job and employment scams,0.0,3,SA
2025-05-01,Outside of Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,Outside of Australia
2025-03-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,WA
2025-10-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,3,WA
2025-03-01,Australian Capital Territory,Text message,Unspecified,Female,Job and employment scams,0.0,1,ACT
2025-02-01,Australian Capital Territory,Text message,Unspecified,Female,Job and employment scams,0.0,1,ACT
2025-04-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,2,SA
2025-09-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,3,WA
2025-06-01,Northern Territory,Text message,Unspecified,Female,Job and employment scams,0.0,1,NT
2025-07-01,Australian Capital Territory,Text message,Unspecified,Female,Job and employment scams,0.0,1,ACT
2025-02-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,2,WA
2025-06-01,Tasmania,Text message,Unspecified,Female,Job and employment scams,0.0,2,TAS
2025-10-01,South Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,SA
2025-06-01,Outside of Australia,Text message,Unspecified,Male,Job and employment scams,400.0,2,Outside of Australia
2025-05-01,Tasmania,Text message,Unspecified,Male,Job and employment scams,0.0,1,TAS
2025-08-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,SA
2025-06-01,Australian Capital Territory,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,2,ACT
2025-10-01,Tasmania,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,TAS
2025-03-01,Tasmania,Text message,Unspecified,Female,Job and employment scams,0.0,2,TAS
2025-09-01,South Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,SA
2025-04-01,Western Australia,Text message,Unspecified,Female,Job and employment scams,0.0,3,WA
2025-11-01,Australian Capital Territory,Text message,Unspecified,Male,Job and employment scams,0.0,2,ACT
2025-11-01,South Australia,Text message,Unspecified,Male,Job and employment scams,4000.0,2,SA
2025-08-01,Australian Capital Territory,Text message,Unspecified,Female,Job and employment scams,0.0,1,ACT
2025-04-01,Tasmania,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,TAS
2025-07-01,Tasmania,Text message,Unspecified,Male,Job and employment scams,0.0,1,TAS
2025-02-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,WA
2025-01-01,Outside of Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,Outside of Australia
2025-09-01,Outside of Australia,Text message,Unspecified,Female,Job and employment scams,0.0,1,Outside of Australia
2025-02-01,Australian Capital Territory,Text message,Unspecified,Male,Job and employment scams,0.0,1,ACT
2025-07-01,Australian Capital Territory,Text message,Unspecified,Male,Job and employment scams,0.0,1,ACT
2025-05-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,WA
2025-11-01,Western Australia,Text message,Unspecified,Male,Job and employment scams,0.0,1,WA
2025-07-01,Queensland,Text message,Unspecified,Male,Job and employment scams,0.0,3,QLD
2025-08-01,Queensland,Text message,Unspecified,Male,Job and employment scams,0.0,3,QLD
2025-06-01,Queensland,Text message,Unspecified,Male,Job and employment scams,0.0,5,QLD
2025-01-01,Queensland,Text message,Unspecified,Male,Job and employment scams,0.0,1,QLD
2025-03-01,Queensland,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Job and employment scams,0.0,1,QLD
2025-09-01,Queensland,Text message,Unspecified,Male,Job and employment scams,0.0,5,QLD
