StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_3,Amount_lost,Number_of_reports
2025-01-01,Queensland,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-03-01,Victoria,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,Unspecified,Male,Buying and selling scams,$449.00,4
2025-07-01,Victoria,Mail,25 - 34,Male,Buying and selling scams,$0.00,3
2025-09-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,1
2025-01-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$0.00,3
2025-09-01,Victoria,Mail,55 - 64,Male,Buying and selling scams,$0.00,3
2025-01-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,2
2025-07-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,2
2025-11-01,Victoria,Mail,65 and over,Male,Buying and selling scams,$0.00,1
2025-10-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,55 - 64,Male,Buying and selling scams,$0.00,2
2025-02-01,Victoria,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-05-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$255.00,2
2025-07-01,Victoria,Mail,Unspecified,Male,Buying and selling scams,$0.00,3
2025-06-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$1162.43,2
2025-03-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,1
2025-11-01,Victoria,Mail,Unspecified,Male,Buying and selling scams,$499.00,3
2025-01-01,Victoria,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-09-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$0.00,1
2025-03-01,Victoria,Mail,Unspecified,Male,Buying and selling scams,$0.00,1
2025-10-01,Victoria,Mail,25 - 34,Male,Buying and selling scams,$3800.00,3
2025-06-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,2
2025-06-01,Victoria,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-03-01,Victoria,Mail,25 - 34,Male,Buying and selling scams,$0.00,2
2025-02-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$0.00,2
2025-05-01,Victoria,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-08-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,1
2025-03-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$0.00,2
2025-08-01,Victoria,Mail,65 and over,Male,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,1
2025-06-01,Victoria,Mail,Unspecified,Male,Buying and selling scams,$121.58,2
2025-09-01,Victoria,Mail,25 - 34,Male,Buying and selling scams,$0.00,1
2025-11-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$178.00,3
2025-08-01,Victoria,Mail,35 - 44,Male,Buying and selling scams,$0.00,2
2025-11-01,Victoria,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-07-01,Victoria,Mail,Under 18,Male,Buying and selling scams,$0.00,1
2025-09-01,Victoria,Mail,Unspecified,Male,Buying and selling scams,$0.00,1
2025-08-01,Victoria,Mail,Unspecified,Male,Buying and selling scams,$0.00,1
2025-11-01,Victoria,Mail,25 - 34,Male,Buying and selling scams,$0.00,1
2025-11-01,Victoria,Mail,45 - 54,Male,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-08-01,Victoria,Mail,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-01-01,Victoria,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,2
2025-07-01,Victoria,Mail,45 - 54,Female,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,2
2025-11-01,Victoria,Mail,55 - 64,Female,Buying and selling scams,$0.00,2
2025-07-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$101.95,4
2025-09-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,45 - 54,Female,Buying and selling scams,$0.00,1
2025-06-01,Victoria,Mail,18 - 24,Female,Buying and selling scams,$192.20,2
2025-10-01,Victoria,Mail,55 - 64,Female,Buying and selling scams,$0.00,1
2025-04-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$0.00,3
2025-04-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$69.95,2
2025-03-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$0.00,6
2025-01-01,Victoria,Mail,55 - 64,Female,Buying and selling scams,$0.00,2
2025-03-01,Victoria,Mail,55 - 64,Female,Buying and selling scams,$0.00,1
2025-06-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$6000.00,3
2025-05-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$628.36,3
2025-11-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$499.00,4
2025-07-01,Victoria,Mail,55 - 64,Female,Buying and selling scams,$171.00,4
2025-01-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$8199.00,6
2025-08-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$0.00,1
2025-10-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-10-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,2
2025-06-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-01-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$0.00,1
2025-01-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-09-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-03-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$1285.22,2
2025-05-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$0.00,1
2025-01-01,Victoria,Mail,45 - 54,Female,Buying and selling scams,$0.00,1
2025-09-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$2000.00,2
2025-10-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$2385.38,3
2025-04-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-04-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-06-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-03-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-05-01,Victoria,Mail,45 - 54,Female,Buying and selling scams,$1786.51,3
2025-07-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-09-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$0.00,1
2025-05-01,Victoria,Mail,Unspecified,Female,Buying and selling scams,$0.00,2
2025-03-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,18 - 24,Female,Buying and selling scams,$0.00,1
2025-11-01,Victoria,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-08-01,Victoria,Mail,18 - 24,Female,Buying and selling scams,$0.00,1
2025-02-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$0.00,1
2025-11-01,Victoria,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-11-01,Victoria,Mail,65 and over,Female,Buying and selling scams,$0.00,1
2025-01-01,New South Wales,Mail,45 - 54,Male,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,2
2025-02-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-08-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,4
2025-09-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-02-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,3
2025-09-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$410.00,3
2025-09-01,New South Wales,Mail,45 - 54,Male,Buying and selling scams,$0.00,4
2025-04-01,New South Wales,Mail,18 - 24,Male,Buying and selling scams,$0.00,1
2025-04-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,2
2025-03-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-11-01,New South Wales,Mail,35 - 44,Male,Buying and selling scams,$0.00,3
2025-07-01,New South Wales,Mail,18 - 24,Male,Buying and selling scams,$0.00,1
2025-07-01,New South Wales,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-04-01,New South Wales,Mail,Under 18,Male,Buying and selling scams,$0.00,1
2025-02-01,New South Wales,Mail,55 - 64,Male,Buying and selling scams,$0.00,2
2025-05-01,New South Wales,Mail,35 - 44,Male,Buying and selling scams,$0.00,1
2025-07-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-05-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,Mail,25 - 34,Male,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,Mail,25 - 34,Male,Buying and selling scams,$0.00,2
2025-06-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-11-01,New South Wales,Mail,18 - 24,Male,Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,2
2025-03-01,New South Wales,Mail,55 - 64,Male,Buying and selling scams,$0.00,2
2025-09-01,New South Wales,Mail,35 - 44,Male,Buying and selling scams,$0.00,2
2025-11-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,2
2025-10-01,New South Wales,Mail,35 - 44,Male,Buying and selling scams,$0.00,1
2025-02-01,New South Wales,Mail,45 - 54,Male,Buying and selling scams,$199.00,2
2025-05-01,New South Wales,Mail,45 - 54,Male,Buying and selling scams,$0.00,2
2025-04-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,3
2025-06-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$41.44,3
2025-10-01,New South Wales,Mail,25 - 34,Male,Buying and selling scams,$0.00,2
2025-01-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,3
2025-05-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,1
2025-09-01,New South Wales,Mail,55 - 64,Male,Buying and selling scams,$360.00,3
2025-04-01,New South Wales,Mail,25 - 34,Male,Buying and selling scams,$0.00,1
2025-05-01,New South Wales,Mail,25 - 34,Male,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,Mail,35 - 44,Male,Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-01-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,2
2025-07-01,New South Wales,Mail,45 - 54,Male,Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-08-01,New South Wales,Mail,25 - 34,Male,Buying and selling scams,$132.00,4
2025-08-01,New South Wales,Mail,65 and over,Male,Buying and selling scams,$0.00,1
2025-01-01,New South Wales,Mail,25 - 34,Male,Buying and selling scams,$1290.00,3
2025-07-01,New South Wales,Mail,Unspecified,Male,Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,45 - 54,Male,Buying and selling scams,$0.00,3
2025-06-01,New South Wales,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,Mail,45 - 54,Male,Buying and selling scams,$0.00,2
2025-02-01,New South Wales,Mail,35 - 44,Male,Buying and selling scams,$0.00,1
2025-05-01,New South Wales,Mail,55 - 64,Male,Buying and selling scams,$0.00,1
2025-07-01,New South Wales,Mail,65 and over,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-05-01,New South Wales,Mail,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-06-01,New South Wales,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-04-01,New South Wales,Mail,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-01-01,New South Wales,Mail,18 - 24,Female,Buying and selling scams,$0.00,1
2025-07-01,New South Wales,Mail,65 and over,Female,Buying and selling scams,$0.00,4
2025-02-01,New South Wales,Mail,65 and over,Female,Buying and selling scams,$500.00,2
2025-04-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$185.00,3
2025-08-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,2
2025-08-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$0.00,5
2025-06-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$0.00,2
2025-03-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$274.06,4
2025-10-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$183.58,8
2025-10-01,New South Wales,Mail,45 - 54,Female,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,Mail,45 - 54,Female,Buying and selling scams,$80.00,4
2025-07-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$120.00,8
2025-02-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-06-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$0.00,4
2025-02-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$0.00,2
2025-04-01,New South Wales,Mail,65 and over,Female,Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,18 - 24,Female,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,3
2025-04-01,New South Wales,Mail,45 - 54,Female,Buying and selling scams,$0.00,2
2025-01-01,New South Wales,Mail,25 - 34,Female,Buying and selling scams,$0.00,2
2025-07-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,2
2025-04-01,New South Wales,Mail,18 - 24,Female,Buying and selling scams,$0.00,1
2025-05-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$0.00,3
2025-09-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$0.00,3
2025-03-01,New South Wales,Mail,18 - 24,Female,Buying and selling scams,$2900.00,2
2025-01-01,New South Wales,Mail,45 - 54,Female,Buying and selling scams,$0.00,2
2025-02-01,New South Wales,Mail,45 - 54,Female,Buying and selling scams,$0.00,2
2025-11-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,3
2025-06-01,New South Wales,Mail,65 and over,Female,Buying and selling scams,$0.00,2
2025-11-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$0.00,4
2025-03-01,New South Wales,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-04-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$0.00,2
2025-01-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$0.00,1
2025-05-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$0.00,3
2025-01-01,New South Wales,Mail,65 and over,Female,Buying and selling scams,$0.00,1
2025-08-01,New South Wales,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-09-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$0.00,2
2025-05-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,2
2025-06-01,New South Wales,Mail,18 - 24,Female,Buying and selling scams,$0.00,1
2025-09-01,New South Wales,Mail,65 and over,Female,Buying and selling scams,$4000.00,3
2025-02-01,New South Wales,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,1
2025-08-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$99.00,2
2025-11-01,New South Wales,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-10-01,New South Wales,Mail,35 - 44,Female,Buying and selling scams,$0.00,2
2025-08-01,New South Wales,Mail,45 - 54,Female,Buying and selling scams,$0.00,1
2025-09-01,New South Wales,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-01-01,New South Wales,Mail,Unspecified,Female,Buying and selling scams,$299.90,2
2025-01-01,New South Wales,Mail,55 - 64,Female,Buying and selling scams,$0.00,1
2025-05-01,New South Wales,Mail,25 - 34,Female,Buying and selling scams,$0.00,1
2025-08-01,Victoria,In person,Unspecified,Female,Buying and selling scams,$25000.00,4
2025-04-01,Victoria,In person,Unspecified,Female,Buying and selling scams,$0.00,4
2025-08-01,Victoria,In person,55 - 64,Female,Buying and selling scams,$0.00,4
2025-11-01,Victoria,In person,Unspecified,Female,Buying and selling scams,$0.00,2
2025-01-01,Victoria,In person,45 - 54,Female,Buying and selling scams,$1582.00,4
2025-07-01,Victoria,In person,55 - 64,Female,Buying and selling scams,$0.00,2
2025-03-01,Victoria,In person,55 - 64,Female,Buying and selling scams,$0.00,1
2025-05-01,Victoria,In person,Under 18,Female,Buying and selling scams,$0.00,2
2025-10-01,Victoria,In person,65 and over,Female,Buying and selling scams,$8757.00,6
2025-09-01,Victoria,In person,35 - 44,Female,Buying and selling scams,$56755.00,4
2025-09-01,Victoria,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-08-01,Victoria,In person,45 - 54,Female,Buying and selling scams,$450.00,3
2025-06-01,Victoria,In person,Unspecified,Female,Buying and selling scams,$2997.50,2
2025-07-01,Victoria,In person,25 - 34,Female,Buying and selling scams,$0.00,2
2025-03-01,Victoria,In person,65 and over,Female,Buying and selling scams,$5000.00,2
2025-10-01,Victoria,In person,55 - 64,Female,Buying and selling scams,$36705.95,3
2025-01-01,Victoria,In person,Unspecified,Female,Buying and selling scams,$1000.00,2
2025-10-01,Victoria,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-09-01,Victoria,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-05-01,Victoria,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-01-01,Victoria,In person,35 - 44,Female,Buying and selling scams,$0.00,3
2025-01-01,Victoria,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-11-01,Victoria,In person,35 - 44,Female,Buying and selling scams,$1500.00,5
2025-04-01,Victoria,In person,55 - 64,Female,Buying and selling scams,$0.00,3
2025-09-01,Victoria,In person,55 - 64,Female,Buying and selling scams,$9395.00,3
2025-03-01,Victoria,In person,Unspecified,Female,Buying and selling scams,$1428.62,3
2025-11-01,Victoria,In person,65 and over,Female,Buying and selling scams,$20000.00,6
2025-06-01,Victoria,In person,35 - 44,Female,Buying and selling scams,$0.00,1
2025-10-01,Victoria,In person,35 - 44,Female,Buying and selling scams,$1336.00,3
2025-10-01,Victoria,In person,25 - 34,Female,Buying and selling scams,$42199.00,3
2025-02-01,Victoria,In person,35 - 44,Female,Buying and selling scams,$0.00,1
2025-01-01,Victoria,In person,55 - 64,Female,Buying and selling scams,$0.00,1
2025-11-01,Victoria,In person,18 - 24,Female,Buying and selling scams,$0.00,1
2025-05-01,Victoria,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-05-01,Victoria,In person,Unspecified,Female,Buying and selling scams,$199.00,2
2025-06-01,Victoria,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-04-01,Victoria,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-07-01,Victoria,In person,35 - 44,Male,Buying and selling scams,$0.00,1
2025-05-01,Victoria,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-02-01,Victoria,In person,45 - 54,Male,Buying and selling scams,$500.00,3
2025-09-01,Victoria,In person,35 - 44,Male,Buying and selling scams,$13877.20,5
2025-06-01,Victoria,In person,65 and over,Male,Buying and selling scams,$0.00,1
2025-08-01,Victoria,In person,Unspecified,Male,Buying and selling scams,$140085.00,3
2025-02-01,Victoria,In person,25 - 34,Male,Buying and selling scams,$450.00,3
2025-01-01,Victoria,In person,65 and over,Male,Buying and selling scams,$0.00,1
2025-03-01,Victoria,In person,Unspecified,Male,Buying and selling scams,$32702.00,5
2025-10-01,Victoria,In person,65 and over,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-05-01,Victoria,In person,35 - 44,Male,Buying and selling scams,$7500.00,3
2025-08-01,Victoria,In person,18 - 24,Male,Buying and selling scams,$3974.12,3
2025-05-01,Victoria,In person,45 - 54,Male,Buying and selling scams,$587.50,2
2025-03-01,Victoria,In person,35 - 44,Male,Buying and selling scams,$6058.00,5
2025-10-01,Victoria,In person,25 - 34,Male,Buying and selling scams,$38020.00,4
2025-08-01,Victoria,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-09-01,Victoria,In person,45 - 54,Male,Buying and selling scams,$400.00,2
2025-01-01,Victoria,In person,Unspecified,Male,Buying and selling scams,$900.00,2
2025-10-01,Victoria,In person,Unspecified,Male,Buying and selling scams,$0.00,2
2025-03-01,Victoria,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-10-01,Victoria,In person,55 - 64,Male,Buying and selling scams,$13500.00,2
2025-07-01,Victoria,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-11-01,Victoria,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-06-01,Victoria,In person,55 - 64,Male,Buying and selling scams,$0.00,2
2025-05-01,Victoria,In person,Unspecified,Male,Buying and selling scams,$2200.00,2
2025-09-01,Victoria,In person,25 - 34,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-03-01,Victoria,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-10-01,Victoria,In person,55 - 64,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-02-01,Victoria,In person,35 - 44,Male,Buying and selling scams,$2520.00,2
2025-07-01,Victoria,In person,Unspecified,Male,Buying and selling scams,$7073.00,3
2025-07-01,Victoria,In person,18 - 24,Male,Buying and selling scams,$2000.00,2
2025-06-01,Victoria,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-08-01,New South Wales,In person,35 - 44,Female,Buying and selling scams,$0.00,1
2025-09-01,New South Wales,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$9694.00,4
2025-05-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$0.00,2
2025-10-01,New South Wales,In person,35 - 44,Female,Buying and selling scams,$2880.00,2
2025-10-01,New South Wales,In person,45 - 54,Male,Buying and selling scams,$2844.00,5
2025-09-01,New South Wales,In person,45 - 54,Female,Buying and selling scams,$0.00,3
2025-10-01,New South Wales,In person,Unspecified,Male,Buying and selling scams,$551.75,3
2025-07-01,New South Wales,In person,35 - 44,Female,Buying and selling scams,$0.00,2
2025-01-01,New South Wales,In person,45 - 54,Female,Buying and selling scams,$200.00,2
2025-08-01,New South Wales,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-07-01,New South Wales,In person,55 - 64,Female,Buying and selling scams,$300.00,2
2025-04-01,New South Wales,In person,65 and over,Male,Buying and selling scams,$10452.80,3
2025-09-01,New South Wales,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-09-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$6888.00,2
2025-01-01,New South Wales,In person,18 - 24,Female,Buying and selling scams,$0.00,1
2025-08-01,New South Wales,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-05-01,New South Wales,In person,Unspecified,Male,Buying and selling scams,$5510.00,3
2025-02-01,New South Wales,In person,45 - 54,Female,Buying and selling scams,$0.00,2
2025-06-01,New South Wales,In person,18 - 24,Female,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-04-01,New South Wales,In person,65 and over,Female,Buying and selling scams,$2000.00,2
2025-03-01,New South Wales,In person,35 - 44,Female,Buying and selling scams,$158980.00,4
2025-02-01,New South Wales,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,In person,35 - 44,Male,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,In person,45 - 54,Female,Buying and selling scams,$4402.40,4
2025-10-01,New South Wales,In person,25 - 34,Male,Buying and selling scams,$2300.00,2
2025-01-01,New South Wales,In person,25 - 34,Female,Buying and selling scams,$25485.28,2
2025-03-01,New South Wales,In person,45 - 54,Male,Buying and selling scams,$1500.00,3
2025-07-01,New South Wales,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-08-01,New South Wales,In person,65 and over,Female,Buying and selling scams,$67000.00,3
2025-02-01,New South Wales,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,In person,65 and over,Male,Buying and selling scams,$0.00,2
2025-01-01,New South Wales,In person,55 - 64,Female,Buying and selling scams,$0.00,1
2025-04-01,New South Wales,In person,55 - 64,Female,Buying and selling scams,$300.00,3
2025-02-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$5080.00,3
2025-01-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-06-01,New South Wales,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-07-01,New South Wales,In person,25 - 34,Female,Buying and selling scams,$1099.38,5
2025-06-01,New South Wales,In person,25 - 34,Female,Buying and selling scams,$2530.00,2
2025-09-01,New South Wales,In person,25 - 34,Male,Buying and selling scams,$13211.70,4
2025-08-01,New South Wales,In person,Unspecified,Male,Buying and selling scams,$30.00,3
2025-09-01,New South Wales,In person,65 and over,Male,Buying and selling scams,$49520.00,3
2025-04-01,New South Wales,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-09-01,New South Wales,In person,Unspecified,Male,Buying and selling scams,$0.00,2
2025-02-01,New South Wales,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-03-01,New South Wales,In person,55 - 64,Female,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,In person,45 - 54,Male,Buying and selling scams,$220.00,2
2025-11-01,New South Wales,In person,55 - 64,Female,Buying and selling scams,$200.00,2
2025-05-01,New South Wales,In person,55 - 64,Female,Buying and selling scams,$1500.00,2
2025-09-01,New South Wales,In person,35 - 44,Female,Buying and selling scams,$37500.00,4
2025-04-01,New South Wales,In person,35 - 44,Female,Buying and selling scams,$50400.00,2
2025-10-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$16220.00,4
2025-08-01,New South Wales,In person,55 - 64,Male,Buying and selling scams,$890.00,2
2025-01-01,New South Wales,In person,65 and over,Male,Buying and selling scams,$0.00,1
2025-06-01,New South Wales,In person,18 - 24,Male,Buying and selling scams,$0.00,2
2025-05-01,New South Wales,In person,55 - 64,Male,Buying and selling scams,$30.00,2
2025-10-01,New South Wales,In person,35 - 44,Male,Buying and selling scams,$8650.00,4
2025-09-01,New South Wales,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-11-01,New South Wales,In person,Unspecified,Male,Buying and selling scams,$1000.00,3
2025-07-01,New South Wales,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-04-01,New South Wales,In person,35 - 44,Male,Buying and selling scams,$4000.00,3
